,y_true,lrpreds,ridgepreds,lassopreds,enetpreds,rfpreds,playerID,nameFirst,nameLast
59205,6.0,1.8447704315185547,10.643595582713772,9.563528307811715,11.662372306409775,3.51,marshwi01,Willard,Marshall
59277,26.0,21.62810516357422,50.53858411337517,50.11143719914628,50.02181586216798,23.69,martial03,Al,Martin
59298,36.0,39.849427223205566,95.65195114013628,83.33619328355888,78.78230027227548,40.67,martibi02,Billy,Martin
59316,12.0,16.000487327575684,35.260350301875455,32.44563996330071,32.16141320485313,15.26,martibu01,Buck,Martinez
59326,19.0,18.925508499145508,51.5532051838425,49.5742907369604,45.019147078587146,19.98,martica01,Carmelo,Martinez
59327,17.0,12.19420051574707,36.18955146365548,33.2121530224423,36.06966476722791,17.18,martica01,Carmelo,Martinez
59335,9.0,2.7045116424560547,13.805423875080841,13.898670245814412,14.841058504847297,4.64,martica02,Carlos,Martinez
59379,20.0,22.448899269104004,49.238806997212166,47.820517729160684,52.036181287003075,24.1,martida01,Dave,Martinez
59428,63.0,54.347286224365234,137.60227846973478,132.78606149284627,120.24357019838484,62.99,martied01,Edgar,Martinez
59454,53.0,50.932501792907715,98.87774375177989,101.5857139490544,94.01648977643815,50.48,martihe01,Hersh,Martin
59474,7.0,8.559353828430176,15.428896651293758,15.588510564865548,19.724512096008574,6.11,martijc01,J. C.,Martin
59496,5.0,6.3787946701049805,22.352727791231597,22.20899717225374,21.542356878368235,8.63,martije01,Jerry,Martin
59538,1.0,2.441655158996582,7.682489456566373,8.346253074083158,9.009817857527516,2.14,martima01,Marty,Martinez
59540,3.0,1.639303207397461,9.890023323799443,10.293024504493374,12.537613934777927,2.81,martima01,Marty,Martinez
59598,4.0,16.48970317840576,21.976083948930494,24.965898803709337,32.71768274680676,14.52,martipe01,Pepper,Martin
59709,5.0,12.437359809875488,13.585501063641079,17.67781958550025,20.81527930158081,10.19,martist01,Stu,Martin
59719,2.0,10.291106224060059,19.310848252021977,18.90559938399691,23.99358643098912,8.8,martite01,Ted,Martinez
59750,49.0,47.88068771362305,120.21346468297827,118.95651432611493,98.74551565368978,51.98,martiti02,Tino,Martinez
59783,54.0,51.99533653259277,110.86398566258177,115.00176506895374,102.09093778596393,55.19,martivi01,Victor,Martinez
59794,39.0,56.658512115478516,100.66782355826359,107.65843112520642,112.7281368454309,59.05,martyjo01,Joe,Marty
59809,12.0,15.549756050109863,33.75914584747383,34.603820791231286,38.458732983352256,16.38,marzajo01,John,Marzano
59834,7.0,7.481467247009277,16.588949970569026,16.023230408589235,17.805423546739398,5.84,masiph01,Phil,Masi
59868,6.0,4.417079925537109,14.466338878737282,13.778246146769845,19.83562064702604,7.22,masonji01,Jim,Mason
59977,7.0,5.519147872924805,16.685016049694575,16.388461141869218,21.84863259935242,7.98,mateoru01,Ruben,Mateo
60030,8.0,4.080606460571289,20.82350545711745,18.546298104363018,20.014318749220365,7.72,matheed01,Eddie,Mathews
60057,18.0,19.663707733154297,43.0409863153262,42.87861178673812,42.04390535052115,22.17,mathemi01,Mike,Matheny
60133,5.0,9.970719337463379,23.487413369374437,24.787994104597395,29.02964603607419,12.06,matoslu01,Luis,Matos
60157,7.0,3.128042221069336,17.97144425743291,19.919145081022076,17.682780118884352,7.4,matsuhi01,Hideki,Matsui
60165,1.0,1.0425958633422852,6.166690649356312,9.45984171734117,9.959530562759788,3.12,matsuka01,Kazuo,Matsui
60193,8.0,7.729247093200684,11.892868917709901,11.935852084417057,17.656611850660266,4.98,matthga01,Gary,Matthews
60194,15.0,12.695158958435059,31.344752072050852,30.17131371337572,29.88888394432469,12.58,matthga01,Gary,Matthews
60209,1.0,3.0106277465820312,9.871996923092283,12.029720813394928,15.620142748000625,4.97,matthga02,Gary,Matthews
60247,49.0,62.22140407562256,131.70267671416914,128.22545403351336,124.10974554249032,63.91,mattido01,Don,Mattingly
60315,48.0,46.71659469604492,90.31384314180949,96.52568068258671,94.66188131144503,47.36,mauerjo01,Joe,Mauer
60419,26.0,21.354032516479492,52.77565872922258,54.98029929143258,50.84666087378511,25.64,maxweju01,Justin,Maxwell
60437,27.0,24.942553520202637,66.71649560250091,62.348755955437525,51.13055022694669,26.77,maybejo01,John,Mayberry
60446,9.0,6.341567039489746,23.951459869361642,25.912139545214426,26.34539880492773,12.33,maybejo02,John,Mayberry
60473,16.0,19.17130756378174,44.06589406358398,42.1430896178562,41.59676993942254,23.35,mayca01,Carlos,May
60486,11.0,7.7019853591918945,18.93757242872745,19.736301641460827,24.363714546567216,10.52,mayda01,Dave,May
60507,12.0,6.978941917419434,27.159788946482454,26.650157980600348,26.815609699476173,10.22,mayde01,Derrick,May
60523,7.0,5.624271392822266,14.908068746029848,14.445691107884265,18.760068590799076,6.0,mayele01,Lee,Maye
60593,12.0,17.93160057067871,41.17400040439877,36.911858537570076,41.80563944479376,18.62,mayle01,Lee,May
60611,8.0,6.551380157470703,18.07948381505122,18.206409884687226,18.38174067134589,6.27,maymi01,Milt,May
60632,10.0,11.660422325134277,21.42647255566238,22.822742292912743,29.68863364304815,13.04,maynebr01,Brent,Mayne
60633,5.0,5.451080322265625,14.868101571695028,16.46468179186173,16.854968424846817,6.73,maynebr01,Brent,Mayne
60642,42.0,40.23099422454834,60.0873227811422,59.826415563609935,69.59494690504914,39.62,mayoed01,Eddie,Mayo
60653,48.0,43.11406230926514,75.19752643391229,82.06807724306367,81.47668522149618,43.78,maypi01,Pinky,May
60695,5.0,16.31301784515381,11.61202729812182,12.084992157467692,18.355347176658984,5.87,maysca01,Carl,Mays
60731,25.0,26.93319034576416,63.53562009005199,55.78060964124607,56.02682505205414,27.14,mayswi01,Willie,Mays
60758,3.0,10.311572074890137,18.983813488715438,18.3881377724316,18.954223065214173,7.43,mazerbi01,Bill,Mazeroski
60787,7.0,0.2516508102416992,16.834746726616636,15.85460356010357,20.521902859288595,6.91,mazzile01,Lee,Mazzilli
60788,11.0,6.445110321044922,25.594866490280108,25.792175620385283,33.19748989118621,13.24,mazzile01,Lee,Mazzilli
60821,22.0,21.943781852722168,35.97804512651823,38.44239009797048,33.21644714394742,16.12,mcallsp01,Sport,McAllister
60905,18.0,15.888117790222168,27.30126674778962,31.865405456910672,28.475725806576097,11.4,mcbrial01,Algie,McBride
60906,29.0,24.04348087310791,46.56306823592369,50.258977466947705,42.03368041933214,19.11,mcbrial01,Algie,McBride
60918,18.0,22.18741512298584,44.663319053931346,43.87801675499291,41.840552320606776,18.75,mcbriba01,Bake,McBride
60966,29.0,22.957786560058594,44.934133882163486,46.90894792060452,45.02883712865286,24.03,mcbrito01,Tom,McBride
61041,8.0,13.599128723144531,19.73060136344411,21.295726501925586,20.088670170157712,9.56,mccaral01,Alex,McCarthy
61091,8.0,11.740449905395508,13.342044690246155,15.042334637631704,14.3798112939544,6.42,mccarja01,Jack,McCarthy
61106,12.0,10.681877136230469,22.665176982057357,21.415788648337976,21.188734408375254,6.97,mccarjo03,Johnny,McCarthy
61236,12.0,10.948522567749023,29.16554919122907,29.92767741038613,27.569305096744536,11.7,mcclell01,Lloyd,McClendon
61312,39.0,23.664361000061035,41.475873303661444,44.90859117340946,42.75361598793218,26.83,mccorba01,Barry,McCormick
61329,34.0,26.766169548034668,56.0207393094791,54.13935518664667,48.8214578162599,23.73,mccorfr01,Frank,McCormick
61362,23.0,26.518686294555664,67.73565615253834,63.1025755232823,54.794047566463576,26.42,mccormi02,Mike,McCormick
61386,15.0,13.838492393493652,15.173660148119406,18.223919000617897,23.49456357085039,8.66,mccormo01,Moose,McCormick
61400,3.0,1.8669652938842773,14.616311533787638,12.813215616151084,13.707043478246767,3.58,mccosba01,Barney,McCosky
61423,16.0,14.103522300720215,39.15573076118007,35.40006020816176,32.16157649235918,15.44,mccovwi01,Willie,McCovey
61451,2.0,4.026948928833008,11.774007320495492,13.061201263256752,16.913301589799957,5.28,mccraqu01,Quinton,McCracken
61468,5.0,6.437872886657715,18.29771086052144,16.890132284963705,22.37473423722129,8.5,mccrato01,Tommy,McCraw
61482,10.0,17.095983505249023,23.300073802369994,26.131830847973482,28.955714381254005,14.17,mccreto01,Tom,McCreery
61483,10.0,11.339350700378418,16.664032074692052,20.463727895238605,21.03753286263031,8.93,mccreto01,Tom,McCreery
61629,5.0,7.541011810302734,16.021632726078515,16.50199970760133,24.988520919123264,7.42,mcdonda02,Darnell,McDonald
61691,5.0,5.973491668701172,16.23062426224974,15.9207441121235,15.422082284990246,5.68,mcdonjo03,John,McDonald
61699,39.0,35.49438953399658,68.1234592544393,74.59097623900877,66.98108649629202,34.66,mcdonte01,Tex,McDonald
61712,34.0,43.89742469787598,98.86489413251887,87.00522309763073,85.86242213517873,43.37,mcdougi01,Gil,McDougald
61735,15.0,17.26650619506836,30.907569561944975,35.18193766756632,38.14753183974144,20.67,mcdowod01,Oddibe,McDowell
61893,55.0,35.614848136901855,61.15362887744709,63.933604912196955,60.693198077560254,34.87,mcganda01,Dan,McGann
61935,2.0,4.960895538330078,6.682936346747795,6.968387609926413,8.287020666001506,1.47,mcgeebi01,Bill,McGee
61970,20.0,14.132838249206543,33.69044716572025,34.63905397351618,34.73002015092712,16.38,mcgeewi01,Willie,McGee
61980,1.0,5.112135887145996,11.479738635743967,12.894787453662516,15.906636367991126,5.07,mcgehca01,Casey,McGehee
62023,7.0,9.350211143493652,11.681897353054932,13.06088815935734,12.47232832528789,3.92,mcginjo01,Joe,McGinnity
62178,7.0,3.1981849670410156,20.6407337471618,20.317477600255646,19.905909601197173,8.99,mcgrifr01,Fred,McGriff
62261,64.0,61.96616744995117,150.03010072329386,150.3257442221977,143.38842104284103,56.28,mcgwima01,Mark,McGwire
62280,43.0,38.654747009277344,78.97737608414008,78.22789145482022,74.33450339476838,41.23,mchenau01,Austin,McHenry
62338,10.0,7.028227806091309,9.656327882381746,10.914034053574746,11.274456166667349,4.68,mcintma01,Matty,McIntyre
62373,17.0,16.093934059143066,45.68949721274171,43.7402442052519,33.39098027166179,14.99,mckayda01,Dave,McKay
62400,13.0,15.033655166625977,21.687841724790097,22.580478009267797,21.43151057922671,10.48,mckecbi01,Bill,McKechnie
62455,21.0,23.656197547912598,62.675488690087874,61.4176991044323,48.95954210176911,28.64,mckinri01,Rich,McKinney
62569,21.0,22.48519992828369,47.01379539855872,47.02043448689937,47.80809711212301,20.61,mclemma01,Mark,McLemore
62601,7.0,6.345196723937988,21.76165786936449,22.351069941186438,23.01728748049809,10.63,mclouna01,Nate,McLouth
62666,47.0,48.55689525604248,115.5681108384315,106.25993608533861,96.10314171224975,47.46,mcmanma01,Marty,McManus
62686,11.0,6.533080101013184,27.016415512290145,27.135596080552126,24.667147526548977,12.12,mcmilbi01,Billy,McMillon
62692,55.0,54.33668613433838,95.6476359549529,95.48888530267497,112.98499735228242,57.27,mcmilno01,Norm,McMillan
62709,12.0,17.58486270904541,38.63244244695839,35.33803678573522,35.77315766020317,16.46,mcmilro01,Roy,McMillan
62714,12.0,13.68344497680664,25.084095787832414,27.1630725291933,20.261380121457503,14.35,mcmilto01,Tommy,McMillan
62721,13.0,13.464113235473633,23.770140005605953,22.29406426970343,22.41218588636872,9.65,mcmulfr01,Fred,McMullin
62748,19.0,17.729601860046387,52.61076460312512,43.79640117088341,43.52291455704639,20.14,mcmulke01,Ken,McMullen
62772,4.0,8.541020393371582,16.536484825010703,18.27929154569535,18.077567293848716,4.68,mcnaier01,Eric,McNair
62773,4.0,12.064332008361816,18.147673482663983,19.288281827791398,17.1169133558097,8.07,mcnaier01,Eric,McNair
62820,15.0,12.279144287109375,28.487129383815283,29.13293121008843,22.198977792344916,9.26,mcneeea01,Earl,McNeely
62906,41.0,43.86571788787842,101.92240390823349,98.81565913032608,84.6460103661568,44.84,mcquige02,George,McQuinn
62936,36.0,31.80770492553711,74.74542158638519,73.17467710527104,65.42272110540047,37.24,mcraebr01,Brian,McRae
62937,11.0,5.9113054275512695,25.05922432819972,24.22735482259302,27.800799514229013,11.46,mcraebr01,Brian,McRae
62971,21.0,23.29572868347168,51.29025653652272,50.38846339260144,49.47471064090196,21.37,mcreyke01,Kevin,McReynolds
63029,7.0,11.284252166748047,21.925395403777536,22.39953764670937,27.777459374639275,14.21,meachbo01,Bob,Meacham
63095,25.0,22.113513946533203,49.90154971413851,49.882587778640215,45.781460253592414,24.15,mearepa01,Pat,Meares
63230,2.0,4.931830406188965,7.8310459826149525,10.292495112898862,10.170586310037795,1.93,meinehe01,Heinie,Meine
63262,4.0,10.565953254699707,28.415891103216726,25.052227441304858,27.4198168106534,11.39,mejiaro01,Roman,Mejias
63319,20.0,16.395331382751465,47.00862420475177,42.19042072301839,42.89853791308407,18.3,melesa01,Sam,Mele
63344,6.0,12.24293041229248,17.301803383525407,17.184957516494023,16.575951011347982,4.88,melilsk01,Ski,Melillo
63366,14.0,17.049972534179688,29.953605922259992,30.573797312386713,39.38898470873269,20.85,meltobi01,Bill,Melton
63410,1.0,-0.9063720703125,3.9020744748439213,7.024256431485092,7.5809395251404545,1.54,menchke01,Kevin,Mench
63458,13.0,14.057862281799316,37.4132886335765,36.911951916592514,37.29805312013141,18.46,menecfr01,Frank,Menechino
63468,2.0,10.667959213256836,12.515941756017028,14.709214605216761,15.787164617806845,6.29,menefjo01,Jock,Menefee
63490,1.0,-0.0775289535522461,8.495514226349112,9.691638819138362,10.514143909397998,3.15,menkede01,Denis,Menke
63499,25.0,21.539999961853027,35.10195340423347,36.09465220141645,40.59644569379725,22.15,menosmi01,Mike,Menosky
63512,6.0,5.226557731628418,12.017086081030229,13.252725951506473,18.419756978413876,7.68,meoliru01,Rudy,Meoli
63569,26.0,25.262285232543945,48.49131872466242,48.81709442338692,52.12072427442794,25.32,merceor01,Orlando,Merced
63578,6.0,10.25401496887207,12.525802723990004,14.22554151282299,13.666049944978369,5.76,mercewi01,Win,Mercer
63680,8.0,10.825675964355469,31.109551037463355,28.35929711402941,26.23030952272267,13.02,merrill01,Lloyd,Merriman
63699,33.0,27.663684844970703,53.82480982198468,58.46550677426662,54.40672044188076,35.46,mertesa01,Sam,Mertes
63700,19.0,22.850549697875977,38.25791609397966,42.02668835386373,40.047307374135755,23.21,mertesa01,Sam,Mertes
63708,29.0,25.09393310546875,55.44727185283198,52.54547932798979,46.22282559295527,21.56,merulle01,Lennie,Merullo
63753,30.0,25.290644645690918,62.25818854589014,66.33376131004451,56.4291637218093,28.27,mesorde01,Devin,Mesoraco
63802,15.0,17.987327575683594,45.62934651496438,40.35136576890524,36.63910754251454,17.45,metkoca01,George,Metkovich
63824,0.0,-0.6101446151733398,7.293488805675356,8.545124749762238,7.392159609850786,1.65,metzgro01,Roger,Metzger
63831,5.0,9.561602592468262,21.814186555353242,22.723482092501154,19.756829311148884,6.15,metzlal01,Alex,Metzler
63832,23.0,23.30906391143799,44.03938008327673,43.31578946122388,41.42948010828969,22.56,metzlal01,Alex,Metzler
63853,62.0,69.73202133178711,154.65138112827822,140.6642055030185,149.52109795315073,71.71,meusebo01,Bob,Meusel
63865,7.0,13.772115707397461,21.421017619952288,22.477579177187412,24.993489621793426,11.05,meuseir01,Irish,Meusel
63895,3.0,12.700165748596191,18.260714795791365,20.083467006998024,17.85619682508408,9.2,meyerch01,Chief,Meyers
63896,4.0,13.286107063293457,13.80343763461591,19.761805169011552,29.60657631997058,11.32,meyerch01,Chief,Meyers
63997,44.0,33.690672874450684,80.93540911130219,72.78975910996935,69.39643758846915,35.7,michaca01,Cass,Michaels
64012,13.0,12.817351341247559,32.90736881638796,30.530673501738654,26.589574407032902,12.2,michage01,Gene,Michael
64024,10.0,13.294767379760742,29.59199572842164,31.030248376535212,30.07827554867094,13.86,michaja01,Jason,Michaels
64052,3.0,0.14701366424560547,11.879457223129965,11.422210113163459,16.824053027854898,4.42,middlwi01,Will,Middlebrooks
64086,5.0,4.673763275146484,18.32636007532196,17.79291526645207,18.81122498550111,6.4,mieskma01,Matt,Mieske
64131,4.0,3.5989789962768555,6.559501413859252,8.169908038231824,10.331095889292438,2.59,miksied01,Eddie,Miksis
64155,5.0,13.784955024719238,15.759427012688008,16.997477669812945,17.667787801268396,7.09,milancl01,Clyde,Milan
64171,22.0,20.123784065246582,34.02762686198253,33.837177772851106,33.61102883446328,16.18,milbola01,Larry,Milbourne
64182,45.0,37.68435573577881,68.72789391139315,73.76386057374356,71.51075139566355,37.79,milesaa01,Aaron,Miles
64190,10.0,13.066603660583496,18.88317557921512,18.539808450521548,19.034857886354207,8.44,milesde01,Dee,Miles
64226,21.0,27.118407249450684,54.38494564757338,50.18373665437195,47.57219098446139,23.48,millafe01,Felix,Millan
64239,29.0,28.46116542816162,65.52055326386706,64.84786418365866,61.245882239695845,35.77,millake01,Kevin,Millar
64273,6.0,14.33402156829834,22.949975159228025,21.95190228102603,26.25463001137491,8.79,millebi02,Bing,Miller
64366,24.0,21.710429191589355,51.49817608450658,50.95424203804811,48.585894753887644,26.73,milleda02,Damian,Miller
64391,23.0,28.126580238342285,49.3210861639207,47.70716844708622,45.65483060582368,26.28,milledo02,Dots,Miller
64398,33.0,19.734773635864258,28.696352544260044,31.63481136411729,30.671141908387035,18.44,milledo03,Doc,Miller
64434,22.0,18.20319175720215,42.539927375153475,41.59303015153796,37.76571395942962,17.3,milleed03,Eddie,Miller
64448,16.0,19.65432071685791,38.29634639409885,41.20448903829879,33.051793592076926,17.75,milleel01,Elmer,Miller
64449,18.0,24.08513832092285,46.96603638086404,47.09833561411631,41.963174362064095,22.2,milleel01,Elmer,Miller
64481,0.0,10.584129333496094,9.874373672748852,10.11722769412696,10.966879233857163,2.71,milleja02,Jake,Miller
64565,5.0,0.7171993255615234,11.042062175396943,10.828920312349016,13.816686087545307,4.3,milleno01,Norm,Miller
64582,23.0,27.44271183013916,46.299188971476816,48.47872518768895,41.72258472651609,18.18,milleot01,Otto,Miller
64620,9.0,11.24937629699707,13.526303829973237,15.298744656212904,20.592992042954897,5.83,milleri01,Rick,Miller
64693,2.0,9.611002922058105,14.34562913965183,19.067539309691934,21.772361777328648,9.24,millewa02,Ward,Miller
64733,12.0,9.23539924621582,25.08533577371267,25.9127044156219,26.30802542207857,10.33,millira01,Randy,Milligan
64832,2.0,1.6162967681884766,5.203257950719205,7.749430573171402,10.689852803976642,2.81,milneed01,Eddie,Milner
64848,2.0,0.4452056884765625,8.561438551833394,9.7182648269813,9.316316559803482,2.13,milnejo01,John,Milner
64849,8.0,-8.139209747314453,18.15206890441981,10.292688913154727,19.03457575258247,7.15,milnejo01,John,Milner
64903,5.0,2.372715950012207,9.87405185875095,10.347584711101348,13.705232846001834,5.43,minchdo01,Don,Mincher
64904,39.0,23.901787757873535,65.94194128757798,56.99682335733787,55.62376971135303,29.53,minchdo01,Don,Mincher
65023,16.0,10.060759544372559,34.396876922313844,34.40800022182572,32.82589333238202,15.26,mirabdo01,Doug,Mirabelli
65060,7.0,4.461633682250977,16.28653636995328,16.025053831942262,16.682951846408393,6.15,miranwi01,Willy,Miranda
65124,6.0,-1.0147771835327148,6.069172730060316,6.713690630306068,8.600058513911094,2.17,mitchda01,Dale,Mitchell
65160,21.0,12.753686904907227,28.57768078292508,31.67586085754403,31.78600095912442,13.81,mitchke01,Kevin,Mitchell
65174,23.0,28.432394981384277,55.688345890596096,60.53421864907689,51.32092821140262,30.52,mitchmi01,Mike,Mitchell
65175,20.0,23.69361686706543,40.15610731168086,44.24593001158665,41.026274476311194,24.96,mitchmi01,Mike,Mitchell
65226,43.0,45.00305938720703,110.54169931241935,98.13907800585429,99.33990562999168,49.59,mittege01,George,Mitterwald
65243,27.0,13.022193908691406,43.32170701367842,41.247717615474556,32.12213951744245,12.63,mizejo01,Johnny,Mize
65315,1.0,1.39056396484375,5.239345623331037,7.410357854362459,7.299038533368773,1.82,moellda01,Danny,Moeller
65316,23.0,18.886207580566406,38.990095378869896,33.2690416779669,38.56281512775434,19.45,moellda01,Danny,Moeller
65403,33.0,26.10579013824463,42.65632879009737,45.62238587090881,47.8900435997877,27.08,mokanjo01,Johnny,Mokan
65418,17.0,19.479816436767578,43.184208545265605,44.65508546821327,37.41447979805403,20.26,molinbe01,Bengie,Molina
65419,19.0,21.82624053955078,39.033134995767895,41.74491792907942,39.213020908469346,18.4,molinbe01,Bengie,Molina
65460,10.0,9.415070533752441,25.848690471550505,24.4082477640078,25.24671397191394,10.93,molinjo01,Jose,Molina
65496,69.0,63.37177085876465,118.17010843280494,121.15074019241058,132.12053365570227,60.0,molitpa01,Paul,Molitor
65508,12.0,13.678078651428223,26.169829812021185,28.867320518626467,25.15777657558344,12.57,mollwfr01,Fritz,Mollwitz
65509,5.0,11.521702766418457,14.895265205901097,16.59570216279476,17.0054494825355,7.8,mollwfr01,Fritz,Mollwitz
65556,7.0,3.538882255554199,18.267945447929524,15.698551000659297,17.168283662631286,5.79,mondari01,Rick,Monday
65572,17.0,14.928962707519531,38.86617962567746,38.700558588602256,39.21307167609261,18.37,mondera01,Raul,Mondesi
65593,8.0,10.50932502746582,26.918875346784734,24.967478939447936,22.663606266251524,11.74,moneydo01,Don,Money
65616,16.0,6.457945823669434,22.4293652802979,23.399509128759647,24.965956305995082,9.85,monrocr01,Craig,Monroe
65665,1.0,7.757228851318359,10.964713920013285,11.613215045488758,15.732391423591238,3.51,montawi01,Willie,Montanez
65739,7.0,15.05914306640625,24.79611808602355,23.464023627939696,30.716107005227393,8.57,montgbo01,Bob,Montgomery
65801,11.0,7.0889739990234375,17.638400554706113,18.31638353401639,22.079291839023064,7.93,moonwa01,Wally,Moon
65856,7.0,14.14995002746582,26.318888693989717,24.03380383064625,30.51736171215015,16.23,moorech02,Charlie,Moore
65896,2.0,7.097034454345703,8.602625088850978,9.870332930915339,10.796934681281467,3.63,mooreea01,Earl,Moore
65907,8.0,6.673731803894043,12.394307311378867,13.383911921676528,13.081845438292227,4.56,mooreed01,Eddie,Moore
65932,50.0,38.045623779296875,80.70585205454374,82.66211860812601,67.27162264171548,35.09,moorege03,Gene,Moore
65969,40.0,44.9522590637207,84.4518461220775,89.30508136667076,83.69005584562288,44.06,moorejo02,Jo-Jo,Moore
65974,10.0,13.297037124633789,25.84190956590289,25.672427342426293,27.047168763459435,10.2,mooreju01,Junior,Moore
66051,18.0,27.08168315887451,54.6269885920148,54.15224563889796,49.593816357882105,26.68,moorete01,Terry,Moore
66064,30.0,26.067041397094727,56.19645125468559,58.703970544267705,59.4972975991013,31.05,moorety01,Tyler,Moore
66130,11.0,9.926542282104492,21.43879092472653,20.287177702940994,23.404510455761912,9.8,moralje01,Jerry,Morales
66171,5.0,5.587576866149902,16.672407242889605,15.573455589089889,18.493273126359714,6.07,moralri01,Rich,Morales
66186,16.0,14.146934509277344,26.268952476927065,27.40372480902866,28.843940502068257,8.99,morame01,Melvin,Mora
66198,0.0,-0.5094804763793945,2.8876497495344253,5.339456111917322,8.039466324428453,1.46,moranbi02,Billy,Moran
66220,21.0,30.702926635742188,37.52985209084182,45.11108156736054,57.7025515856084,31.07,moranhe01,Herbie,Moran
66233,22.0,24.62090492248535,40.522115617105285,41.61615689122878,52.03803081781119,25.95,moranmi01,Mickey,Morandini
66234,7.0,8.691311836242676,14.801954882377835,16.945969976265168,20.418744467685812,7.03,moranmi01,Mickey,Morandini
66304,10.0,10.413738250732422,20.17196971691261,20.71834125484157,22.084181880604547,8.97,morelke01,Keith,Moreland
66305,35.0,33.36298751831055,80.52249708167885,73.71369060014635,67.50740555242992,40.8,morelke01,Keith,Moreland
66352,27.0,33.11722469329834,59.92951629212268,52.62660782138502,59.36754902199664,37.66,morenom01,Omar,Moreno
66407,79.0,52.33275318145752,107.58613916827804,101.71256848778734,105.13569884603868,51.82,morgaed01,Ed,Morgan
66437,43.0,44.523658752441406,98.74269329828073,90.86790868074188,86.93185558221353,44.76,morgajo02,Joe,Morgan
66481,30.0,26.476585388183594,43.7738838038361,46.39293098848922,40.33082314475007,27.16,morgara01,Ray,Morgan
66563,25.0,28.190251350402832,57.16182912436211,60.47274666336978,59.30348378314845,28.28,morneju01,Justin,Morneau
66628,6.0,5.222219467163086,20.43412475028307,20.879210701652863,25.866137632315244,10.22,morriha02,Hal,Morris
66629,8.0,13.019566535949707,29.842961552638968,29.209276546393653,32.12098954200466,13.05,morriha02,Hal,Morris
66663,13.0,8.285988807678223,24.29476478362188,24.238036568025528,23.617709643067258,9.71,morriji01,Jim,Morrison
66664,6.0,6.514796257019043,13.524158521453224,14.322864027882993,16.873635433733604,5.44,morriji01,Jim,Morrison
66712,3.0,3.114358901977539,12.854801800799585,13.573635821569436,14.075866845026141,4.72,morrijo07,John,Morris
66721,39.0,36.86070251464844,82.14028887242827,89.77347216893924,67.25246555763272,38.08,morrilo01,Logan,Morrison
66778,3.0,1.9426698684692383,12.432386427929124,13.602804408361727,16.311769748229537,5.23,morsemi01,Mike,Morse
66792,32.0,26.289807319641113,60.15790473246684,53.560634253792884,60.85186536935932,27.73,mortobu01,Bubba,Morton
66800,6.0,6.817694664001465,14.184359482753585,14.559876528803137,13.069428975298734,3.87,mortoca01,Carl,Morton
66840,9.0,7.0361127853393555,24.81799923648365,22.797470769098233,23.868102921380633,8.5,morynwa01,Walt,Moryn
66862,35.0,32.49026012420654,69.33261784033694,68.52895103291982,64.42682713033878,31.12,mosebll01,Lloyd,Moseby
66899,1.0,-1.723311424255371,6.199970898502379,6.665633487464778,9.838721626354946,2.55,mosesjo01,John,Moses
66917,9.0,9.782586097717285,27.249343806569186,26.131361349793345,23.16865332008632,11.71,moseswa01,Wally,Moses
66946,50.0,53.65288162231445,115.7008646671166,125.75269842335572,108.17509067305511,57.09,mossbr01,Brandon,Moss
67116,10.0,11.435199737548828,25.19465602472306,25.598209180247885,32.51915610042363,12.5,moutoja01,James,Mouton
67138,25.0,25.632909774780273,41.64704916904675,45.83206166558753,43.9002539316518,28.66,mowremi01,Mike,Mowrey
67209,15.0,12.392566680908203,32.560563007518226,33.1283591817968,33.20641627175573,16.19,muellbi02,Bill,Mueller
67256,9.0,5.6944732666015625,17.130414656616345,17.813760151265413,17.23198321086229,5.29,muellra01,Ray,Mueller
67359,18.0,17.933310508728027,27.058471028687663,30.74055922787091,33.62045123311998,16.82,mullech01,Charlie,Mullen
67418,17.0,12.77409839630127,39.34770582038292,36.8983352818839,31.50013521195955,13.93,mullipa01,Pat,Mullin
67469,9.0,2.853483200073242,12.455904283755054,12.285077621517733,13.325544113921264,4.75,mumphje01,Jerry,Mumphrey
67500,2.0,-0.5193653106689453,7.097476487016905,7.595695711784021,9.176408501635976,2.03,mungere01,Red,Munger
67514,9.0,11.303507804870605,18.041372690217948,21.06236384124874,22.89626720306661,8.44,mungova01,Van,Mungo
67555,18.0,15.52507209777832,45.295654675774315,43.82440703594028,38.64546888920389,18.23,munozpe01,Pedro,Munoz
67584,39.0,40.02639865875244,91.06531426959623,81.8844662203663,79.30260297632543,42.18,munsoth01,Thurman,Munson
67690,7.0,5.334816932678223,12.610031847093701,14.317365633052507,16.45962095034421,5.87,murphda05,Dale,Murphy
67702,27.0,27.754554748535156,59.287598144197446,62.39714355710268,56.19186603849532,27.82,murphda07,David,Murphy
67703,23.0,16.601316452026367,37.98961563967886,42.398827832632314,33.11370257136793,15.9,murphda07,David,Murphy
67724,14.0,11.04261589050293,33.29646225846718,35.45822813235387,32.444362361717836,15.35,murphdo01,Donnie,Murphy
67737,27.0,19.270418167114258,58.928143266688195,55.61865188888673,50.16634775796258,24.02,murphdw01,Dwayne,Murphy
67899,15.0,20.278531074523926,44.229543107591525,44.27486491806265,41.67282161184961,19.13,murraed02,Eddie,Murray
67936,2.0,8.727171897888184,18.11143109073516,16.71696026191203,19.393563786890965,6.58,murrara01,Ray,Murray
67948,3.0,-0.24353981018066406,3.0982266539178696,7.623099573227314,7.932493805416499,1.67,murrare01,Red,Murray
